Responder Type,Year,Survey Responder,Survey question,Response option,Percent,N
LGBTQ Ownership,2021,Not majority-owned by LGBTQ owner(s),"Revenue change, prior 12 months",Increased,38%,9658
LGBTQ Ownership,2022,Majority-owned by LGBTQ owner(s),"Revenue change, prior 12 months",Increased,51%,459
LGBTQ Ownership,2022,Not majority-owned by LGBTQ owner(s),"Revenue change, prior 12 months",Increased,44%,6882
LGBTQ Ownership,2023,Majority-owned by LGBTQ owner(s),"Revenue change, prior 12 months",Increased,47%,279
LGBTQ Ownership,2023,Not majority-owned by LGBTQ owner(s),"Revenue change, prior 12 months",Increased,43%,4910
LGBTQ Ownership,2020,Majority-owned by LGBTQ owner(s),"Revenue expectations, next 12 months",Will increase,39%,311
LGBTQ Ownership,2020,Not majority-owned by LGBTQ owner(s),"Revenue expectations, next 12 months",Will increase,41%,8742
LGBTQ Ownership,2021,Majority-owned by LGBTQ owner(s),"Revenue expectations, next 12 months",Will increase,61%,435
LGBTQ Ownership,2021,Not majority-owned by LGBTQ owner(s),"Revenue expectations, next 12 months",Will increase,58%,9726
LGBTQ Ownership,2022,Majority-owned by LGBTQ owner(s),"Revenue expectations, next 12 months",Will increase,62%,470
LGBTQ Ownership,2022,Not majority-owned by LGBTQ owner(s),"Revenue expectations, next 12 months",Will increase,56%,6953
LGBTQ Ownership,2023,Majority-owned by LGBTQ owner(s),"Revenue expectations, next 12 months",Will increase,61%,281
LGBTQ Ownership,2023,Not majority-owned by LGBTQ owner(s),"Revenue expectations, next 12 months",Will increase,57%,4989
LGBTQ Ownership,2020,Majority-owned by LGBTQ owner(s),Share that experienced a financial challenge,Experienced a financial challenge,85%,312
LGBTQ Ownership,2020,Not majority-owned by LGBTQ owner(s),Share that experienced a financial challenge,Experienced a financial challenge,81%,8767
LGBTQ Ownership,2021,Majority-owned by LGBTQ owner(s),Share that experienced a financial challenge,Experienced a financial challenge,91%,444
LGBTQ Ownership,2021,Not majority-owned by LGBTQ owner(s),Share that experienced a financial challenge,Experienced a financial challenge,85%,9872
LGBTQ Ownership,2022,Majority-owned by LGBTQ owner(s),Share that experienced a financial challenge,Experienced a financial challenge,96%,479
LGBTQ Ownership,2022,Not majority-owned by LGBTQ owner(s),Share that experienced a financial challenge,Experienced a financial challenge,94%,7102
LGBTQ Ownership,2023,Majority-owned by LGBTQ owner(s),Share that experienced a financial challenge,Experienced a financial challenge,93%,286
LGBTQ Ownership,2023,Not majority-owned by LGBTQ owner(s),Share that experienced a financial challenge,Experienced a financial challenge,93%,5123
LGBTQ Ownership,2020,Majority-owned by LGBTQ owner(s),Share with outstanding debt,Have outstanding debt,87%,305
LGBTQ Ownership,2020,Not majority-owned by LGBTQ owner(s),Share with outstanding debt,Have outstanding debt,79%,8584
LGBTQ Ownership,2021,Majority-owned by LGBTQ owner(s),Share with outstanding debt,Have outstanding debt,78%,437
LGBTQ Ownership,2021,Not majority-owned by LGBTQ owner(s),Share with outstanding debt,Have outstanding debt,74%,9712
LGBTQ Ownership,2022,Majority-owned by LGBTQ owner(s),Share with outstanding debt,Have outstanding debt,76%,470
LGBTQ Ownership,2022,Not majority-owned by LGBTQ owner(s),Share with outstanding debt,Have outstanding debt,72%,6980
LGBTQ Ownership,2023,Majority-owned by LGBTQ owner(s),Share with outstanding debt,Have outstanding debt,78%,284
LGBTQ Ownership,2023,Not majority-owned by LGBTQ owner(s),Share with outstanding debt,Have outstanding debt,72%,5087
Immigrant Ownership,2017,Majority-owned by immigrants,Actions taken in response to financial challenges,Used personal funds,71%,526
Immigrant Ownership,2017,Not majority owned by immigrant(s),Actions taken in response to financial challenges,Used personal funds,66%,3574
Immigrant Ownership,2018,Majority-owned by immigrants,Actions taken in response to financial challenges,Used personal funds,76%,462
Immigrant Ownership,2018,Not majority owned by immigrant(s),Actions taken in response to financial challenges,Used personal funds,66%,2914
Immigrant Ownership,2020,Majority-owned by immigrants,Actions taken in response to financial challenges,Used personal funds,68%,1400
Immigrant Ownership,2020,Not majority owned by immigrant(s),Actions taken in response to financial challenges,Used personal funds,62%,6033
Immigrant Ownership,2021,Majority-owned by immigrants,Actions taken in response to financial challenges,Used personal funds,63%,1879
Immigrant Ownership,2021,Not majority owned by immigrant(s),Actions taken in response to financial challenges,Used personal funds,60%,7173
Immigrant Ownership,2022,Majority-owned by immigrants,Actions taken in response to financial challenges,Used personal funds,58%,1493
Immigrant Ownership,2022,Not majority owned by immigrant(s),Actions taken in response to financial challenges,Used personal funds,52%,5757
Immigrant Ownership,2023,Majority-owned by immigrants,Actions taken in response to financial challenges,Used personal funds,61%,1013
Immigrant Ownership,2023,Not majority owned by immigrant(s),Actions taken in response to financial challenges,Used personal funds,52%,4284
Immigrant Ownership,2017,Majority-owned by immigrants,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",40%,817
Immigrant Ownership,2017,Not majority owned by immigrant(s),Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",33%,6005
Immigrant Ownership,2018,Majority-owned by immigrants,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",32%,693
Immigrant Ownership,2018,Not majority owned by immigrant(s),Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",36%,4853
Immigrant Ownership,2019,Majority-owned by immigrants,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",31%,658
Immigrant Ownership,2019,Not majority owned by immigrant(s),Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",37%,4136
Immigrant Ownership,2020,Majority-owned by immigrants,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",29%,1559
Immigrant Ownership,2020,Not majority owned by immigrant(s),Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",27%,7291
Immigrant Ownership,2021,Majority-owned by immigrants,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",26%,1946
Immigrant Ownership,2021,Not majority owned by immigrant(s),Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",24%,8106
Immigrant Ownership,2022,Majority-owned by immigrants,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",39%,1559
Immigrant Ownership,2022,Not majority owned by immigrant(s),Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",41%,6046
Immigrant Ownership,2023,Majority-owned by immigrants,Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",39%,1067
Immigrant Ownership,2023,Not majority owned by immigrant(s),Applications for financing,"Applied for a loan, line of credit, or merchant cash advance",36%,4555
Immigrant Ownership,2017,Majority-owned by immigrants,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),48%,314
Immigrant Ownership,2017,Not majority owned by immigrant(s),Best outcome on loan/LOC/merchant cash advance application(s),All (100%),59%,2055
Immigrant Ownership,2018,Majority-owned by immigrants,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),48%,249
Immigrant Ownership,2018,Not majority owned by immigrant(s),Best outcome on loan/LOC/merchant cash advance application(s),All (100%),59%,1766
Immigrant Ownership,2019,Majority-owned by immigrants,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),49%,232
Immigrant Ownership,2019,Not majority owned by immigrant(s),Best outcome on loan/LOC/merchant cash advance application(s),All (100%),64%,1548
Immigrant Ownership,2020,Majority-owned by immigrants,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),41%,478
Immigrant Ownership,2020,Not majority owned by immigrant(s),Best outcome on loan/LOC/merchant cash advance application(s),All (100%),52%,1884
Immigrant Ownership,2021,Majority-owned by immigrants,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),39%,497
Immigrant Ownership,2021,Not majority owned by immigrant(s),Best outcome on loan/LOC/merchant cash advance application(s),All (100%),48%,1852
Immigrant Ownership,2022,Majority-owned by immigrants,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),37%,606
Immigrant Ownership,2022,Not majority owned by immigrant(s),Best outcome on loan/LOC/merchant cash advance application(s),All (100%),56%,2350
Immigrant Ownership,2023,Majority-owned by immigrants,Best outcome on loan/LOC/merchant cash advance application(s),All (100%),39%,434
Immigrant Ownership,2023,Not majority owned by immigrant(s),Best outcome on loan/LOC/merchant cash advance application(s),All (100%),53%,1576
Immigrant Ownership,2020,Majority-owned by immigrants,Current financial condition,Poor or fair,71%,1626
Immigrant Ownership,2020,Not majority owned by immigrant(s),Current financial condition,Poor or fair,56%,7472
Immigrant Ownership,2021,Majority-owned by immigrants,Current financial condition,Poor or fair,75%,2049
Immigrant Ownership,2021,Not majority owned by immigrant(s),Current financial condition,Poor or fair,56%,8319
Immigrant Ownership,2022,Majority-owned by immigrants,Current financial condition,Poor or fair,71%,1559
Immigrant Ownership,2022,Not majority owned by immigrant(s),Current financial condition,Poor or fair,54%,6046
Immigrant Ownership,2023,Majority-owned by immigrants,Current financial condition,Poor or fair,65%,1066
Immigrant Ownership,2023,Not majority owned by immigrant(s),Current financial condition,Poor or fair,53%,4555
Immigrant Ownership,2017,Majority-owned by immigrants,"Employment change, prior 12 months",Increased,40%,766
Immigrant Ownership,2017,Not majority owned by immigrant(s),"Employment change, prior 12 months",Increased,35%,5681
Immigrant Ownership,2018,Majority-owned by immigrants,"Employment change, prior 12 months",Increased,33%,626
Immigrant Ownership,2018,Not majority owned by immigrant(s),"Employment change, prior 12 months",Increased,37%,4571
Immigrant Ownership,2019,Majority-owned by immigrants,"Employment change, prior 12 months",Increased,36%,591
Immigrant Ownership,2019,Not majority owned by immigrant(s),"Employment change, prior 12 months",Increased,36%,3904
Immigrant Ownership,2020,Majority-owned by immigrants,"Employment change, prior 12 months",Increased,9%,1558
Immigrant Ownership,2020,Not majority owned by immigrant(s),"Employment change, prior 12 months",Increased,13%,7296
Immigrant Ownership,2021,Majority-owned by immigrants,"Employment change, prior 12 months",Increased,22%,1947
Immigrant Ownership,2021,Not majority owned by immigrant(s),"Employment change, prior 12 months",Increased,24%,8111
Immigrant Ownership,2022,Majority-owned by immigrants,"Employment change, prior 12 months",Increased,23%,1461
Immigrant Ownership,2022,Not majority owned by immigrant(s),"Employment change, prior 12 months",Increased,30%,5832
Immigrant Ownership,2023,Majority-owned by immigrants,"Employment change, prior 12 months",Increased,30%,1032
Immigrant Ownership,2023,Not majority owned by immigrant(s),"Employment change, prior 12 months",Increased,29%,4473
Immigrant Ownership,2017,Majority-owned by immigrants,"Employment expectations, next 12 months",Will increase,58%,767
Immigrant Ownership,2017,Not majority owned by immigrant(s),"Employment expectations, next 12 months",Will increase,47%,5721
Immigrant Ownership,2018,Majority-owned by immigrants,"Employment expectations, next 12 months",Will increase,48%,664
Immigrant Ownership,2018,Not majority owned by immigrant(s),"Employment expectations, next 12 months",Will increase,44%,4761
Immigrant Ownership,2019,Majority-owned by immigrants,"Employment expectations, next 12 months",Will increase,49%,636
Immigrant Ownership,2019,Not majority owned by immigrant(s),"Employment expectations, next 12 months",Will increase,43%,4055
Immigrant Ownership,2020,Majority-owned by immigrants,"Employment expectations, next 12 months",Will increase,30%,1565
Immigrant Ownership,2020,Not majority owned by immigrant(s),"Employment expectations, next 12 months",Will increase,32%,7312
Immigrant Ownership,2021,Majority-owned by immigrants,"Employment expectations, next 12 months",Will increase,40%,1966
Immigrant Ownership,2021,Not majority owned by immigrant(s),"Employment expectations, next 12 months",Will increase,41%,8154
Immigrant Ownership,2022,Majority-owned by immigrants,"Employment expectations, next 12 months",Will increase,36%,1485
Immigrant Ownership,2022,Not majority owned by immigrant(s),"Employment expectations, next 12 months",Will increase,39%,5862
